,HasTpm,Census_OSInstallLanguageIdentifier,LocaleEnglishNameIdentifier,EngineVersion,UacLuaenable,Census_MDC2FormFactor,Census_IsSecureBootEnabled,Census_OSVersion,Census_GenuineStateName,Census_InternalPrimaryDisplayResolutionHorizontal,RtpStateBitfield,Census_ActivationChannel,GeoNameIdentifier,Census_OSUILocaleIdentifier,Census_OSEdition,AVProductsInstalled,Census_FirmwareManufacturerIdentifier,Census_OEMNameIdentifier,Census_SystemVolumeTotalCapacity,Census_OSVersion_0
28,1,0.3562,0.01187,0.001007,0,5,1,0.002586,0,1366.0,0,0,0.01254,0.3555,1,1.0,0.1317,0.1038,338772.0,0
29,1,0.0014210000000000002,0.002537,0.431,0,2,1,0.039,0,1280.0,0,2,0.0051270000000000005,0.001443,1,2.0,0.01595,0.10034,28678.0,0
30,1,0.03745,0.03842,0.01055,0,1,1,0.003132,0,1366.0,0,0,0.03867,0.0378,2,1.0,0.3025,0.000435,460583.0,0
31,1,0.0056,0.006443000000000001,0.4119,0,1,1,0.06113,0,1366.0,0,0,0.0073,0.005642,1,1.0,0.08966,0.03412,463624.0,0
32,1,0.3562,0.01021,0.431,0,1,1,0.06113,0,1366.0,0,2,0.01115,0.3555,2,1.0,0.08966,0.10034,477279.0,0
33,1,0.3562,0.2347,0.4119,0,0,0,0.0003572,0,1366.0,0,1,0.1718,0.3555,3,1.0,0.0433,0.1038,80126.0,0
34,1,0.004673,0.00572,0.02974,0,1,0,0.006184,0,1366.0,0,0,0.0073,0.00472,1,3.0,0.01384,0.10034,226080.0,0
35,1,0.3562,0.01013,0.02974,0,1,1,0.06113,0,1366.0,0,2,0.01284,0.3555,1,2.0,0.1317,0.1164,454953.0,0
36,1,0.3562,0.004917,0.431,0,1,0,0.1584,0,1366.0,0,0,0.00529,0.3555,1,1.0,0.00328,0.005436,204860.0,0
37,1,0.3562,0.0187,0.4119,0,1,1,0.00287,0,1366.0,0,2,0.02037,0.3555,2,1.0,0.10547,0.1063,465288.0,0
38,1,0.3562,0.01021,0.007935,0,2,1,0.01132,0,1280.0,0,2,0.01115,0.3555,0,3.0,0.138,0.1444,117998.0,0
39,0,0.05524,0.0505,0.4119,0,1,0,0.0033420000000000004,0,1600.0,0,0,0.04752,0.0559,1,1.0,0.017669999999999998,0.02275,199450.0,0
40,1,0.003302,4.25e-05,0.4119,0,1,1,0.0389,0,1600.0,0,0,0.004063000000000001,0.00331,1,1.0,0.08966,0.10034,935663.0,0
41,1,0.012146,0.01279,0.431,0,1,1,0.1584,0,1366.0,0,0,0.01287,0.012215,1,1.0,0.3025,0.02275,952296.0,0
42,1,0.3562,0.009155,0.02974,0,1,1,0.002823,0,1366.0,0,2,0.0088,0.3555,1,2.0,0.08966,0.10034,118134.0,0
43,1,0.3562,0.2347,0.431,0,5,1,0.1584,0,1366.0,0,2,0.1718,0.3555,1,1.0,0.138,0.1444,436589.0,0
44,1,0.3562,0.01013,0.431,0,1,1,0.0527,0,1920.0,0,2,0.01284,0.3555,1,1.0,0.00223,0.002241,106850.0,0
45,1,0.04523,0.04593,0.4119,0,1,0,0.005714,0,1366.0,0,0,0.04587,0.04578,0,1.0,0.0433,0.1038,102402.0,0
46,1,0.04114,0.03738,0.4119,0,5,1,0.0007030000000000001,0,768.0,0,2,0.03815,0.0423,2,2.0,0.1317,0.1164,28558.0,0
47,1,0.04523,0.04593,0.4119,0,1,1,0.02512,0,1920.0,0,2,0.04587,0.04578,4,2.0,0.138,0.1444,120663.0,0
48,1,0.04523,0.04593,0.431,0,1,0,0.012665,1,1920.0,0,0,0.04587,0.04578,1,1.0,0.01595,1.5e-06,64385.0,0
49,1,0.04523,0.04593,0.01055,0,1,1,0.0016365,0,1366.0,0,0,0.04587,0.04578,1,1.0,0.08966,0.10034,230222.0,0
50,1,0.02267,0.01817,0.4119,0,1,1,0.02556,0,1920.0,0,2,0.01823,0.02272,1,1.0,0.3025,0.0943,120842.0,0
51,1,0.04846,0.0001495,0.431,0,1,0,0.06113,2,1366.0,0,0,0.0004847,0.04892,10,1.0,0.138,0.1444,99500.0,0
52,1,0.3562,0.00243,0.4119,0,1,1,0.1009,0,1366.0,0,2,0.1718,0.3555,1,2.0,0.10547,0.1063,939011.0,0
53,1,0.01595,0.013330000000000002,0.431,0,1,0,0.002104,0,1366.0,0,0,0.0143,0.01599,1,1.0,0.01234,0.03412,463660.0,0
54,1,0.3562,0.01187,0.4119,0,1,1,0.0389,0,1366.0,0,2,0.01254,0.3555,2,2.0,0.138,0.1444,432127.0,0
55,1,0.3562,0.0187,0.02391,0,1,0,0.03644,0,1366.0,0,2,0.02037,0.3555,2,1.0,0.1317,0.1164,153369.0,0
56,1,0.116,0.03738,0.001064,0,1,1,0.02428,0,1366.0,0,2,0.03815,0.1167,2,3.0,0.005543,0.1444,905606.0,0
57,1,0.014786,0.01521,0.4119,0,1,0,0.00202,0,1366.0,0,0,0.01536,0.014824,0,1.0,0.3025,0.00859,49900.0,0
58,1,0.116,0.01551,0.02974,0,1,1,0.02313,0,1366.0,0,2,0.01569,0.1167,2,2.0,0.08966,0.10034,29206.0,0
59,0,0.04846,0.042,0.431,0,0,0,0.00471,0,1920.0,0,0,0.04034,0.04892,0,1.0,0.3025,0.03476,476388.0,0
60,1,0.3562,0.2347,0.431,0,1,1,0.01132,0,1366.0,0,2,0.1718,0.3555,1,3.0,0.08966,0.10034,475799.0,0
61,1,0.05524,0.0505,0.4119,0,1,0,0.1009,2,1366.0,0,0,0.04752,0.0559,0,1.0,0.138,0.1444,53793.0,0
62,1,0.3562,0.2347,0.4119,0,0,0,0.002861,2,1440.0,0,0,0.1718,0.3555,0,1.0,0.0433,0.1038,102504.0,0
63,1,0.3562,0.04608,0.431,0,2,1,0.01547,0,2160.0,0,0,0.03323,0.3555,0,1.0,0.3025,0.01462,115935.0,0
64,1,0.3562,0.2347,0.01347,0,1,1,0.016980000000000002,0,1366.0,0,2,0.1718,0.3555,1,3.0,0.01595,0.03412,952624.0,0
65,1,0.02267,0.01817,0.431,0,1,1,0.02399,0,1920.0,0,2,0.01823,0.02272,1,1.0,0.08966,0.10034,113856.0,0
66,1,0.3562,0.009155,0.431,0,1,0,0.02556,0,1366.0,0,0,0.0088,0.3555,1,1.0,0.3025,0.00859,299603.0,0
67,1,0.3562,0.2347,0.4119,0,1,0,0.00977,0,1366.0,0,0,0.1718,0.3555,0,1.0,0.10547,0.1063,102393.0,0
68,1,0.03745,0.03842,0.02974,0,1,0,0.0204,2,1366.0,0,0,0.03867,0.0378,1,1.0,,,145143.0,0
69,1,0.3562,0.2347,0.431,0,1,0,0.019,2,1366.0,0,0,0.1718,0.3555,0,1.0,,,123000.0,0
70,1,0.012146,0.01279,0.01797,0,1,1,0.0389,0,1920.0,0,0,0.01287,0.012215,1,1.0,0.3025,0.0943,457247.0,0
71,1,0.03745,0.03842,0.4119,0,1,0,0.1009,2,1366.0,0,0,0.03867,0.0378,0,1.0,0.08966,0.003807,475136.0,0
72,1,0.02843,0.02031,0.431,0,0,0,0.02428,0,1024.0,0,0,0.02072,0.02843,1,1.0,0.3025,0.03476,207152.0,0
73,1,0.3562,0.01187,0.4119,0,1,1,0.003607,0,1366.0,0,0,0.01254,0.3555,2,2.0,0.08966,0.10034,935079.0,0
74,1,0.02843,0.02031,0.4119,0,1,0,0.00977,0,1366.0,0,0,0.02072,0.02843,1,1.0,0.3025,0.0943,243682.0,0
75,1,0.3562,0.2347,0.4119,0,0,0,0.06113,0,1600.0,0,0,0.1718,0.3555,0,1.0,0.3025,0.1038,297250.0,0
76,1,0.3562,0.2347,0.431,0,1,0,0.013213999999999998,2,1280.0,0,0,0.000905,0.3555,0,1.0,,0.03412,,0
77,0,0.05524,0.0505,0.4119,0,1,0,0.0006485,0,1024.0,0,0,0.04752,0.0559,1,1.0,0.3025,0.002142,102400.0,0
78,1,0.116,0.01551,0.431,0,1,0,0.1584,0,1360.0,0,0,0.01569,0.1167,0,1.0,0.017669999999999998,0.02275,714483.0,0
79,1,0.116,0.01732,0.431,0,7,0,0.003862,0,1366.0,0,2,0.01743,0.1167,2,1.0,0.01595,0.001222,28867.0,0
80,1,0.02843,0.02031,0.431,0,1,1,0.000676,0,1920.0,0,2,0.02072,0.02843,1,1.0,0.3025,0.000954,120464.0,0
81,1,0.05734,0.04608,0.431,0,1,1,0.005146,0,1366.0,0,2,0.03323,0.0575,1,2.0,0.3025,0.1164,938053.0,0
82,1,0.3562,0.01187,0.4119,0,0,0,0.1009,2,1600.0,0,0,0.01254,0.3555,0,1.0,0.3025,0.003046,476389.0,0
83,1,0.04846,0.042,0.005165,0,1,0,0.0003874,0,1920.0,0,0,0.04034,0.04892,1,1.0,0.1317,0.1038,693108.0,0
84,1,0.02301,0.0238,0.00761,0,1,0,0.0527,0,3840.0,0,2,0.02425,0.02324,0,2.0,0.3025,0.0004609,120000.0,0
85,1,0.00939,0.009895,0.01797,0,0,0,0.011246,2,1024.0,0,0,0.01006,0.00951,0,1.0,0.3025,0.03476,113929.0,0
86,1,0.003616,0.004124,0.02974,0,1,0,0.003607,0,1366.0,0,0,0.004448,0.003656,1,1.0,0.08966,0.01569,285613.0,0
87,1,0.3562,0.0187,0.01527,0,1,1,0.00275,0,1366.0,0,2,0.02037,0.3555,2,2.0,0.1317,0.1164,454998.0,0
88,1,0.3562,0.2347,0.431,0,1,1,0.1584,0,1366.0,0,2,0.1718,0.3555,1,2.0,0.10547,0.1063,955420.0,0
89,1,0.00884,0.00875,0.4119,0,1,0,0.0204,2,1366.0,0,0,0.011284,0.00906,12,1.0,0.1317,0.1038,109500.0,0
90,1,0.04523,0.04593,0.431,0,1,0,0.0204,0,1440.0,0,3,0.04587,0.04578,0,1.0,0.00272,0.005314,66873.0,0
91,1,0.3562,0.01187,0.01797,0,1,1,0.00868,0,1366.0,0,2,0.01254,0.3555,2,1.0,0.138,0.1444,431467.0,0
92,1,0.03745,0.03842,0.431,0,0,0,0.1584,0,1360.0,0,0,0.03867,0.0378,0,1.0,0.3025,0.003046,304270.0,0
93,1,0.02301,0.0238,0.431,0,1,1,0.1584,0,1366.0,0,2,0.02425,0.02324,2,2.0,0.08966,0.10034,475799.0,0
94,1,0.04846,0.042,0.431,0,1,1,0.1584,0,1366.0,0,2,0.04034,0.04892,1,2.0,0.08966,0.10034,952727.0,0
95,1,0.3562,0.01187,0.4119,0,1,1,0.007090000000000002,0,1366.0,0,2,0.01254,0.3555,2,1.0,0.3025,0.0943,476164.0,0
96,1,0.3562,0.04608,0.005226,0,0,0,0.00202,0,1366.0,0,0,0.03323,0.3555,1,2.0,0.3025,0.0004056,293183.0,0
97,1,0.3562,0.2347,0.431,0,1,0,0.02428,0,1366.0,0,0,0.1718,0.3555,1,2.0,0.138,0.1444,430656.0,0
98,1,0.02301,0.0238,0.4119,0,0,0,0.00287,0,1440.0,0,0,0.02425,0.02324,0,1.0,0.3025,0.03476,99548.0,0
99,1,0.04846,0.002869,0.431,0,0,0,0.012665,0,1920.0,0,0,0.0064930000000000005,0.04892,0,2.0,0.3025,0.01499,952681.0,0
100,1,0.01895,0.01933,0.431,0,1,0,0.004448,0,1366.0,0,0,0.01938,0.01913,0,2.0,0.10547,0.1063,101950.0,0
101,1,0.3562,0.00591,0.431,0,0,0,0.1584,0,1680.0,0,0,0.01451,0.3555,0,1.0,0.3025,0.003029,121602.0,0
102,1,0.05524,0.0505,0.431,0,7,0,0.006718000000000001,0,2048.0,0,2,0.006725,0.0559,1,1.0,0.3025,0.0004134,33456.0,0
103,1,0.3562,0.2347,0.4119,0,1,0,0.00733,1,1024.0,0,0,0.1718,0.3555,0,1.0,0.138,0.1444,30024.0,0
104,1,0.04114,0.01551,0.4119,0,1,1,0.1009,0,1366.0,0,2,0.01569,0.0423,2,1.0,0.1317,0.1164,938021.0,0
105,1,0.3562,0.2347,0.431,0,1,1,0.001929,0,1920.0,0,2,0.1718,0.3555,2,2.0,0.3025,0.0943,953093.0,0
106,1,0.04523,0.04593,0.4119,0,1,1,0.01149,0,1920.0,0,2,0.04587,0.04578,4,1.0,0.01595,0.001196,242989.0,0
107,1,0.3562,0.00807,0.4119,0,0,0,0.1009,0,1024.0,0,0,0.008095,0.3555,0,1.0,0.0433,0.1038,476388.0,0
108,1,0.02843,0.00454,0.4119,0,1,0,0.00854,0,1920.0,0,0,0.004616,0.02843,0,1.0,0.138,0.1444,457673.0,0
109,1,0.005516,0.005954999999999999,0.02974,0,1,1,0.0389,0,1600.0,0,0,0.00658,0.005529999999999999,1,2.0,0.08966,0.03412,463558.0,0
110,1,0.01895,0.01933,0.431,0,1,1,0.1584,0,1920.0,0,0,0.01938,0.01913,1,1.0,0.3025,0.02275,241993.0,0
111,1,0.3562,0.2347,0.00761,0,1,0,0.02399,2,1366.0,0,3,0.0002904,0.3555,0,1.0,0.08966,0.03412,246389.0,0
112,1,0.02135,0.02182,0.4119,0,1,0,0.00287,0,1366.0,0,0,0.02214,0.02147,1,1.0,0.3025,0.00859,121648.0,0
113,1,0.04114,0.00263,0.4119,0,1,1,0.1009,0,1366.0,0,2,0.00293,0.0423,2,2.0,0.1317,0.1038,937264.0,0
114,1,0.3562,0.2347,0.4119,0,1,0,5.600000000000001e-05,2,1366.0,0,3,0.1718,0.3555,0,1.0,0.0433,0.1038,304743.0,0
115,1,0.3562,0.2347,0.007935,0,2,1,0.01149,0,1920.0,0,2,0.1718,0.3555,1,1.0,0.10547,0.1063,941167.0,0
116,1,0.02135,0.02182,0.4119,0,0,0,0.004326,0,1680.0,0,0,0.02214,0.02147,1,1.0,0.3025,0.03476,237923.0,0
117,1,0.01895,0.01933,0.4119,0,1,0,0.1009,0,1920.0,0,0,0.01938,0.01913,8,2.0,0.3025,0.00943,243373.0,0
118,1,0.3562,0.02182,0.431,0,1,0,0.002802,0,1366.0,0,0,0.02214,0.3555,0,2.0,0.08966,0.10034,199450.0,0
119,1,0.3562,0.2347,0.4119,0,1,1,0.019,0,1366.0,0,0,0.0015955,0.3555,2,2.0,0.138,0.1444,913058.0,0
120,1,0.04846,0.042,0.4119,0,0,1,0.039,0,1920.0,0,0,0.04034,0.04892,1,2.0,0.3025,0.000502,936796.0,0
121,1,0.03745,0.03842,0.4119,0,1,1,0.1009,0,1366.0,0,2,0.0009184,0.0378,2,1.0,0.08966,0.10034,475798.0,0
122,1,0.3562,0.2347,0.4119,0,1,1,0.0007386000000000001,0,1920.0,0,2,0.1718,0.3555,1,1.0,0.10547,0.1063,80650.0,0
123,1,0.003302,0.003363,0.431,0,1,0,0.02428,0,1366.0,0,0,0.004063000000000001,0.00331,0,1.0,0.00328,0.005436,455819.0,0
124,1,0.3562,0.0023350000000000003,0.431,0,3,1,0.02512,0,1366.0,0,2,0.0071,0.3555,2,1.0,0.138,0.1444,28542.0,0
125,1,0.3562,0.002817,0.4119,0,1,0,0.1584,0,1920.0,0,0,0.002832,0.3555,0,1.0,0.0433,0.1038,121116.0,0
126,1,0.02843,0.00454,0.431,0,0,0,0.1584,2,1920.0,0,2,0.004616,0.02843,0,1.0,0.3025,0.01554,237867.0,0
127,1,0.014786,0.01521,0.4119,0,0,0,0.039,0,1920.0,0,0,0.01536,0.014824,1,1.0,0.3025,0.01499,299017.0,0
128,1,0.05734,0.2347,0.4119,0,0,0,0.00854,2,1280.0,0,0,0.1718,0.0575,1,1.0,,0.00201,50649.0,0
129,1,0.05524,0.0505,0.431,0,0,0,0.0527,0,1680.0,0,1,0.04752,0.0559,0,2.0,0.3025,0.007965,148640.0,0
130,1,0.04846,0.042,0.005165,0,5,1,0.003547999999999999,0,1280.0,0,0,0.04034,0.04892,1,2.0,0.1317,0.1038,454764.0,0
131,1,0.3562,0.2347,0.4119,0,0,0,0.1009,0,3840.0,0,0,0.1718,0.3555,8,1.0,0.3025,0.03204,953318.0,0
132,1,0.04114,0.010284,0.431,0,1,1,0.1584,0,1366.0,0,2,0.01046,0.0423,2,2.0,0.1317,0.1164,934036.0,0
133,1,0.05524,0.0505,0.431,0,0,0,0.006184,0,1920.0,0,0,0.04752,0.0559,0,1.0,0.3025,0.03476,113906.0,0
134,1,0.3562,0.2347,0.431,0,1,0,0.01132,2,1920.0,0,0,0.1718,0.3555,0,1.0,0.01197,0.1164,238877.0,0
135,1,0.02135,0.02182,0.01797,0,1,0,0.002802,0,1366.0,0,0,0.02214,0.02147,0,1.0,0.01384,0.10034,292955.0,0
136,1,0.02135,0.02182,0.02391,0,1,1,0.06113,0,1366.0,0,0,0.02214,0.02147,1,1.0,0.1317,0.1038,688969.0,0
137,1,0.3562,0.2347,0.4119,0,1,1,0.001826,0,1360.0,0,0,0.1718,0.3555,1,2.0,0.08966,0.03412,471458.0,0
138,1,0.02267,0.0023350000000000003,0.4119,0,1,0,0.1009,0,1366.0,0,2,0.0071,9.8e-06,1,1.0,0.3025,0.0943,475069.0,0
139,1,0.3562,0.2347,0.431,0,0,0,0.1584,2,1366.0,1,3,0.1718,0.3555,0,2.0,0.008965,0.03204,84987.0,0
140,1,0.3562,0.2347,0.4119,0,0,0,0.02556,0,1366.0,0,0,0.1718,0.3555,0,2.0,0.138,0.1444,238304.0,0
141,1,0.04523,0.04593,0.4119,0,2,1,0.02556,0,2736.0,0,2,0.04587,0.04578,1,1.0,0.00948,0.01462,243696.0,0
142,1,0.3562,0.2347,0.01347,0,7,0,0.01547,0,1280.0,0,2,0.1718,0.3555,1,1.0,0.3025,1.05e-05,28954.0,0
143,1,0.04114,0.000993,0.4119,0,1,1,0.1009,0,1366.0,0,2,0.001107,0.0423,2,2.0,0.3025,0.1164,940269.0,0
144,1,0.3562,0.04608,0.431,0,0,0,0.012665,2,1440.0,0,3,0.03323,0.3555,0,1.0,0.0051600000000000005,,150768.0,0
145,0,0.02267,0.01817,0.431,0,1,0,0.003431,0,1024.0,0,0,0.01823,0.02272,0,1.0,0.3025,0.002142,49900.0,0
146,1,0.3562,0.2347,0.4119,0,0,0,0.02512,0,1366.0,0,3,0.1718,0.3555,0,1.0,0.0433,0.1038,51286.0,0
147,1,0.02135,0.02182,0.4119,0,1,1,0.039,0,1366.0,0,0,0.02214,0.02147,1,2.0,0.1317,0.1038,459253.0,0
148,1,0.116,0.03827,0.431,0,1,0,0.0527,1,,0,0,0.03885,0.1167,0,1.0,0.017669999999999998,0.02275,152076.0,0
149,1,0.3562,0.2347,0.4119,0,0,0,0.1009,0,1920.0,0,1,0.1718,0.3555,0,1.0,0.10547,0.1063,152084.0,0
150,1,0.3562,0.00591,0.4119,0,1,1,0.02313,2,1366.0,0,3,0.01451,0.3555,7,1.0,0.08966,0.10034,99434.0,0
151,1,0.03745,0.03842,0.01797,0,1,1,0.01547,0,1366.0,0,0,0.03867,0.0378,2,1.0,0.10547,0.1063,338700.0,0
152,1,0.02843,0.02031,0.01055,0,1,1,0.01132,0,1366.0,0,0,0.02072,0.02843,1,3.0,0.3025,0.0943,190774.0,0
153,1,0.3562,0.2347,0.431,0,5,1,0.1584,0,1366.0,0,0,0.1718,0.3555,1,2.0,0.138,0.1444,434392.0,0
154,1,0.3562,0.2347,0.4119,0,0,0,0.1009,3,1280.0,0,3,0.1718,0.3555,0,1.0,,0.00279,60823.0,0
155,1,0.05734,0.2347,0.431,0,0,0,0.0527,2,1920.0,0,0,0.00658,0.0575,0,1.0,0.3025,0.01554,238000.0,0
156,1,0.05734,0.2347,0.4119,0,1,0,0.1009,0,1920.0,0,0,0.1718,0.0575,2,1.0,0.138,0.1444,100910.0,0
157,1,0.00884,0.00875,0.431,0,1,0,0.00139,0,1366.0,0,0,0.011284,0.00906,0,1.0,0.01384,0.10034,49900.0,0
158,1,0.116,0.01551,0.4119,0,0,0,0.00868,0,1920.0,0,0,0.01569,0.1167,0,2.0,0.0433,0.1038,304693.0,0
159,1,0.00884,0.00875,0.4119,0,0,1,0.003547999999999999,0,1920.0,0,2,0.011284,0.00906,2,1.0,0.02158,0.1164,939605.0,0
160,1,0.116,0.03827,0.4119,0,1,1,0.039,0,1366.0,0,2,0.03885,0.1167,1,2.0,0.138,0.1444,430625.0,0
161,1,0.04846,0.042,0.4119,0,3,0,0.016980000000000002,0,1366.0,0,2,0.04034,0.04892,1,1.0,,0.004555,29222.0,0
162,1,0.02843,0.02031,0.431,0,1,0,0.1584,0,1920.0,0,1,0.02072,0.02843,1,1.0,0.3025,0.00943,243582.0,0
163,1,0.001192,0.004063000000000001,0.431,0,5,1,0.039,0,1920.0,0,2,0.00953,0.001208,2,2.0,0.08966,0.10034,48856.0,0
164,1,0.3562,0.2347,0.4119,1,1,0,0.06113,0,1920.0,0,3,0.0003932,0.3555,0,1.0,0.3025,0.00943,200511.0,0
165,1,0.02301,0.0238,0.431,0,1,0,0.003,2,1366.0,0,0,0.02425,0.02324,0,1.0,0.3025,0.001292,304679.0,0
166,1,0.3562,0.2347,0.4119,0,1,0,0.1009,0,1920.0,0,3,0.1718,0.3555,0,2.0,0.3025,0.0943,440505.0,0
167,1,0.116,0.03827,0.4119,-1,0,0,0.06113,0,1440.0,0,0,0.03885,0.1167,0,2.0,0.3025,9.95e-05,304250.0,0
168,1,0.05524,0.2347,0.431,0,1,0,0.1584,0,1600.0,0,0,0.006725,0.0559,1,1.0,0.006595999999999999,0.10034,103484.0,0
169,1,0.003302,0.003363,0.431,0,2,1,0.06113,0,2160.0,0,2,0.004063000000000001,0.00331,0,1.0,0.3025,0.01462,121355.0,0
170,1,0.3562,0.2347,0.431,0,1,1,0.1584,0,2256.0,0,0,6.22e-05,0.3555,0,1.0,0.00948,0.01462,120785.0,0
171,1,0.3562,0.2347,0.02391,0,1,0,0.00868,0,1366.0,0,0,0.1718,0.3555,1,1.0,0.3025,0.01569,204800.0,0
172,1,0.3562,0.01013,0.005165,0,2,1,0.0002592,0,1280.0,0,2,0.01284,0.3555,1,2.0,0.3025,0.10034,28682.0,0
173,1,0.02267,0.01817,0.4119,0,0,0,0.02556,0,1280.0,0,0,0.01823,0.02272,0,1.0,0.3025,0.03476,56789.0,0
174,1,0.3562,0.2347,0.007935,0,0,0,2.15e-05,2,,0,3,0.1718,0.3555,0,1.0,0.0051600000000000005,0.001959,113971.0,0
175,1,0.04846,0.042,0.01527,0,0,1,0.002232,0,1920.0,0,2,0.04034,0.04892,1,3.0,0.3025,0.0943,121487.0,0
176,1,0.3562,0.2347,0.431,0,1,1,0.003607,0,1366.0,0,0,0.02037,0.3555,2,1.0,0.1317,0.1038,110012.0,0
177,1,0.3562,0.2347,0.4119,0,1,1,0.039,0,1920.0,0,0,0.1718,0.3555,1,1.0,0.08966,0.10034,229399.0,0
178,1,0.05524,0.002392,0.431,0,1,0,0.001465,0,1366.0,0,0,0.001857,0.0559,2,1.0,0.138,0.1444,118553.0,0
179,1,0.3562,0.002392,0.431,0,0,1,0.1584,0,2560.0,0,3,0.003553,0.3555,0,1.0,0.3025,0.03476,476325.0,0
180,1,0.3562,0.2347,0.4119,0,1,0,0.00977,0,1366.0,0,0,0.1718,0.3555,1,1.0,0.08966,0.03412,463662.0,0
181,1,0.04523,0.04593,0.4119,0,1,0,0.1009,0,1366.0,0,1,0.04587,0.04578,0,1.0,0.017669999999999998,0.10034,121865.0,0
